ID ligne,ID commande,Date de commande,Date d'expédition,Statut commande,ID client,Nom du client,Segment,Ville,Région,Pays,Zone géographique,ID produit,Catégorie,Sous-catégorie,Nom du produit,Montant des ventes,Quantité,Remise,Profit
516,FR-20250912-5678,2025-09-12,2025-09-18,Silver,zC-14510,Laurence Aubert,Petite et moyenne entreprise,Albertdan,Midi-Pyrénées,France,Nord,FOU-ST-48047169,Fournitures de bureau,Stockage,Abri femme,281.87,1,0.0,-76.23
517,FR-20240608-4349,2024-06-08,2024-06-12,Silver,LL-13225,Gilles Lacombe,Petite et moyenne entreprise,JacquesVille,Mayotte,France,Nord,MOB-PA-27558073,Mobilier,Papier,Lumière poésie,247.57,2,0.1,10.19
518,FR-20240806-3812,2024-08-06,2024-08-10,Premium,jk-13120,Véronique Voisin,Entreprise,Sauvage,Nouvelle-Calédonie,France,Centre,FOU-AR-74160112,Fournitures de bureau,Art,Vague dimanche,34.47,2,0.4,-2.46
519,FR-20250418-2799,2025-04-18,2025-04-22,Silver,ZE-11712,Matthieu du Chauvin,Grand public,Pascal-les-Bains,Rhone-Alpes,France,Nord,MOB-BI-21816566,Mobilier,Bibliothèques,Face rang,368.3,6,0.0,115.73
520,FR-20251021-4572,2025-10-21,2025-10-28,Normal,dz-15922,Andrée-Odette Allard,Petite et moyenne entreprise,Chauveau-les-Bains,Wallis-et-Futuna,France,Centre,FOU-BI-96237264,Fournitures de bureau,Bibliothèques,Presser ce,755.18,8,0.0,-275.83
521,FR-20250810-4794,2025-08-10,2025-08-17,Silver,SW-18660,Thibault-Aimé Cousin,Grand public,Sainte Éric-sur-Mer,Haute-Normandie,France,Nord,FOU-ME-91115944,Fournitures de bureau,Meubles,Entier rapporter,801.44,6,0.4,236.56
522,FR-20250922-1701,2025-09-22,2025-09-24,Silver,NV-15477,Franck-Lucas Lecoq,Entreprise,Martins,Guyane,France,Centre,MOB-AR-33131435,Mobilier,Art,Certes meilleur,344.61,7,0.4,-35.12
523,FR-20240712-5994,2024-07-12,2024-07-16,Normal,WV-16554,Georges-William Leleu,Grand public,Gilles-sur-Rousseau,Pays-de-Loire,France,Nord,FOU-ME-46677291,Fournitures de bureau,Meubles,Deviner perdu,122.64,3,0.1,-12.27
524,FR-20240924-8948,2024-09-24,2024-09-30,Premium,Dg-14195,Bernard Baudry-Riou,Grand public,Mace,Midi-Pyrénées,France,Nord,FOU-PA-77690504,Fournitures de bureau,Papier,Rond lutte,488.3,10,0.0,-134.89
525,FR-20250503-7218,2025-05-03,2025-05-05,Silver,Gg-14440,Colette Laine,Entreprise,Rémyboeuf,Limousin,France,Nord,FOU-AR-31262754,Fournitures de bureau,Art,Justice soutenir,539.77,7,0.1,12.73
526,FR-20240915-8617,2024-09-15,2024-09-19,Premium,qC-19628,Noël Clément-Humbert,Entreprise,Voisin,Limousin,France,Nord,FOU-PA-82109704,Fournitures de bureau,Papier,Ville vers,221.96,7,0.0,75.18
527,FR-20240429-6508,2024-04-29,2024-05-01,Normal,Ra-12706,Lorraine Collin,Grand public,Gay,Nouvelle-Calédonie,France,Centre,FOU-ME-44059158,Fournitures de bureau,Meubles,Toit soirée,178.15,2,0.4,-50.28
528,FR-20240920-2699,2024-09-20,2024-09-26,Premium,Ss-11708,Claire Perrier,Entreprise,Pinto,Pays-de-Loire,France,Centre,MOB-PA-32317514,Mobilier,Papier,Ensemble puis,935.11,6,0.0,-215.01
529,FR-20250502-1525,2025-05-02,2025-05-09,Premium,ve-17465,Caroline Mathieu-Marques,Grand public,Rodriguesboeuf,Nord-Pas-de-Calais,France,Centre,MOB-PA-86972342,Mobilier,Papier,Confier couler,992.76,6,0.0,126.44
530,FR-20241030-3599,2024-10-30,2024-11-01,Silver,dc-18626,Auguste Pinto,Grand public,Saint Anne,Midi-Pyrénées,France,Nord,FOU-AR-48350109,Fournitures de bureau,Art,Pour nom,554.94,8,0.0,81.72
531,FR-20240228-8135,2024-02-28,2024-03-06,Silver,fb-18144,Bertrand Roy,Entreprise,Meunier,Picardie,France,Nord,FOU-PA-82811278,Fournitures de bureau,Papier,Malheur homme,800.34,2,0.0,101.37
532,FR-20250102-4424,2025-01-02,2025-01-07,Premium,wm-13480,Michel Brunet,Petite et moyenne entreprise,Deschamps,Midi-Pyrénées,France,Centre,FOU-ST-83956564,Fournitures de bureau,Stockage,Peau pied,172.64,4,0.4,-24.22
533,FR-20241012-9374,2024-10-12,2024-10-15,Premium,BW-13308,Emmanuelle Lemonnier,Grand public,Guilbert,Rhone-Alpes,France,Nord,MOB-PA-89038485,Mobilier,Papier,Embrasser ci,465.79,6,0.1,-95.4
534,FR-20250615-2420,2025-06-15,2025-06-17,Silver,Sm-17978,Nicolas Bigot,Petite et moyenne entreprise,Sainte Zoédan,Saint-Pierre-et-Miquelon,France,Centre,FOU-PA-53497618,Fournitures de bureau,Papier,Cheval mémoire,954.92,10,0.4,68.76
535,FR-20240709-9944,2024-07-09,2024-07-13,Premium,jZ-12821,Anouk Alexandre de la Hebert,Petite et moyenne entreprise,Duhamel,Aquitaine,France,Nord,MOB-PA-35876501,Mobilier,Papier,Humain dégager,729.1,5,0.4,-205.19
536,FR-20250213-8975,2025-02-13,2025-02-18,Premium,tw-12773,Margot-Agnès Andre,Entreprise,Germain,Polynésie française,France,Nord,FOU-AR-29011231,Fournitures de bureau,Art,Voilà ne,286.66,5,0.1,-1.99
537,FR-20231209-3297,2023-12-09,2023-12-13,Premium,zG-17001,Pauline Marchand,Grand public,Bouchetboeuf,Bretagne,France,Centre,MOB-BI-88949096,Mobilier,Bibliothèques,Comme machine,643.72,7,0.0,95.37
538,FR-20251116-6854,2025-11-16,2025-11-20,Silver,Xe-11007,Michelle Renaud,Entreprise,Ribeiro-sur-Huet,Franche-Comté,France,Centre,FOU-BI-52520807,Fournitures de bureau,Bibliothèques,Vivre bataille,473.35,10,0.1,93.21
539,FR-20241123-9186,2024-11-23,2024-11-26,Normal,VB-19000,Jacques de la Alves,Entreprise,SchmittVille,Saint-Pierre-et-Miquelon,France,Nord,MOB-AR-76581667,Mobilier,Art,Poser vue,728.5,9,0.1,254.55
540,FR-20250914-5526,2025-09-14,2025-09-18,Silver,Vf-16113,Élisabeth Pierre,Entreprise,Gros,Saint-Martin,France,Centre,FOU-BI-60499509,Fournitures de bureau,Bibliothèques,Frapper élever,657.3,1,0.4,-151.31
541,FR-20240602-9712,2024-06-02,2024-06-07,Normal,rx-10191,Nath Boutin,Petite et moyenne entreprise,Voisinnec,Centre,France,Centre,FOU-BI-57994607,Fournitures de bureau,Bibliothèques,Bras témoin,498.0,6,0.1,-182.07
542,FR-20240814-3952,2024-08-14,2024-08-17,Silver,DS-14173,Gabrielle Ribeiro,Grand public,Ferreira-sur-Cordier,Basse-Normandie,France,Nord,FOU-ST-75602546,Fournitures de bureau,Stockage,Travers société,333.82,5,0.0,-82.56
543,FR-20250208-9229,2025-02-08,2025-02-15,Premium,hR-13709,Honoré du Guérin,Grand public,Lejeune,Basse-Normandie,France,Nord,FOU-PA-18423597,Fournitures de bureau,Papier,Vieillard résister,993.88,9,0.4,-212.75
544,FR-20250608-7738,2025-06-08,2025-06-15,Premium,DW-12236,William Benoit de Blondel,Petite et moyenne entreprise,Louis,Alsace,France,Centre,MOB-AR-42562675,Mobilier,Art,Ouvert toit,407.76,9,0.4,-80.76
545,FR-20251125-1645,2025-11-25,2025-11-29,Premium,wk-12905,Guy Leduc Le Valentin,Grand public,Mercier-sur-Lecomte,Franche-Comté,France,Nord,MOB-ST-28982056,Mobilier,Stockage,Compter quitter,783.51,1,0.0,14.81
546,FR-20241023-9143,2024-10-23,2024-10-28,Premium,Ol-11761,Alexandrie Allain-Lamy,Grand public,Saint Nicolas,Guyane,France,Centre,MOB-ME-18909001,Mobilier,Meubles,Public commander,230.36,7,0.0,69.46
547,FR-20251030-1193,2025-10-30,2025-11-04,Normal,Or-14660,Valérie Bousquet,Grand public,Bruneau-sur-Lucas,Champagne-Ardenne,France,Centre,FOU-ST-44050025,Fournitures de bureau,Stockage,Chaud nul,870.59,9,0.1,-169.32
548,FR-20240209-2348,2024-02-09,2024-02-11,Silver,Rj-15217,Roger-Arthur Humbert,Grand public,Martin,Franche-Comté,France,Nord,FOU-ST-12645164,Fournitures de bureau,Stockage,Présent manger,739.72,5,0.1,-314.12
549,FR-20241004-4205,2024-10-04,2024-10-07,Normal,Oe-18470,Michelle Lacombe,Entreprise,Monnier,Lorraine,France,Centre,MOB-ST-53163933,Mobilier,Stockage,Lendemain quarante,545.47,6,0.0,71.24
550,FR-20240512-4004,2024-05-12,2024-05-14,Premium,Fs-17985,Éric Bonnin Le Daniel,Petite et moyenne entreprise,Thierry,Saint-Pierre-et-Miquelon,France,Nord,MOB-AR-38186491,Mobilier,Art,Préférer exiger,531.77,9,0.0,-234.66
551,FR-20240905-2396,2024-09-05,2024-09-11,Silver,iB-17689,Inès-Adrienne Philippe,Entreprise,Menard,Saint-Pierre-et-Miquelon,France,Centre,MOB-AR-97052187,Mobilier,Art,Divers grâce,215.74,9,0.0,-5.15
552,FR-20250224-2103,2025-02-24,2025-02-26,Normal,Yb-12448,Théophile Vidal,Grand public,Laroche,Île-de-France,France,Nord,MOB-PA-95514267,Mobilier,Papier,Te monsieur,184.18,10,0.1,-58.01
553,FR-20250621-9068,2025-06-21,2025-06-23,Premium,MV-13751,Eugène Leroy,Grand public,Mallet,Haute-Normandie,France,Centre,FOU-BI-35005569,Fournitures de bureau,Bibliothèques,Fin autrefois,85.38,3,0.1,5.76
554,FR-20240215-4787,2024-02-15,2024-02-17,Premium,qU-18105,Capucine Pruvost,Entreprise,Lemaître,Rhone-Alpes,France,Centre,FOU-PA-49872740,Fournitures de bureau,Papier,Dix semblable,783.99,10,0.0,81.33
555,FR-20231207-4891,2023-12-07,2023-12-12,Premium,Rn-19332,Frédérique Nicolas de la Monnier,Grand public,Ramos,Bourgogne,France,Centre,MOB-ME-31673508,Mobilier,Meubles,Feuille plein,682.33,2,0.4,-134.01
556,FR-20231223-2056,2023-12-23,2023-12-26,Silver,Ky-10478,Sébastien Garcia,Petite et moyenne entreprise,Jacob,Basse-Normandie,France,Centre,MOB-ME-93025968,Mobilier,Meubles,Couvrir cinq,380.38,6,0.4,-89.33
557,FR-20240925-7268,2024-09-25,2024-09-29,Normal,Bc-16057,Maurice Rousset,Entreprise,Seguin-les-Bains,Picardie,France,Centre,MOB-ST-21442659,Mobilier,Stockage,Résister agir,398.38,6,0.1,5.67
558,FR-20241119-6711,2024-11-19,2024-11-24,Premium,mo-10253,Anouk Colin,Grand public,Texier,Mayotte,France,Centre,FOU-ST-82197140,Fournitures de bureau,Stockage,Cheveu seuil,322.65,6,0.4,-13.65
559,FR-20240728-4368,2024-07-28,2024-07-31,Silver,bc-10456,Julie du Rodriguez,Grand public,Sainte Manon,Pays-de-Loire,France,Nord,MOB-ME-23977271,Mobilier,Meubles,Non pauvre,198.78,9,0.4,-16.45
560,FR-20240312-4669,2024-03-12,2024-03-15,Normal,gU-13319,Lucie Mercier,Petite et moyenne entreprise,PereiraBourg,Province-Alpes-Côte d'Azur,France,Nord,MOB-ME-65120493,Mobilier,Meubles,Dangereux résister,142.23,10,0.4,36.36
561,FR-20240601-5872,2024-06-01,2024-06-08,Premium,GY-15204,Stéphane Pelletier du Cousin,Entreprise,Lacroix-sur-Dias,Saint-Barthélémy,France,Centre,FOU-BI-81259595,Fournitures de bureau,Bibliothèques,Fruit rocher,24.0,6,0.4,6.8
562,FR-20250804-8391,2025-08-04,2025-08-10,Silver,Se-12738,Franck Henry-Monnier,Grand public,Sainte Paul,Champagne-Ardenne,France,Centre,FOU-BI-60984461,Fournitures de bureau,Bibliothèques,Tandis que retirer,503.79,7,0.0,-41.1
563,FR-20240415-7585,2024-04-15,2024-04-21,Premium,nQ-11790,Josette Guibert,Petite et moyenne entreprise,Courtois,Bourgogne,France,Nord,FOU-ST-33580761,Fournitures de bureau,Stockage,Durer rapide,314.2,6,0.0,13.67
564,FR-20241215-9901,2024-12-15,2024-12-17,Silver,Mw-12323,Emmanuelle-Madeleine Allard,Grand public,Guyot,Picardie,France,Centre,MOB-PA-39755378,Mobilier,Papier,Pourtant lettre,66.35,1,0.4,19.68
565,FR-20240122-2936,2024-01-22,2024-01-25,Premium,Ik-16736,Théophile Legros,Grand public,Sainte Emmanuelboeuf,Mayotte,France,Nord,MOB-ST-51041555,Mobilier,Stockage,Science parce que,542.86,6,0.4,-82.03
566,FR-20250117-4654,2025-01-17,2025-01-21,Silver,YL-11456,Raymond Fontaine,Petite et moyenne entreprise,Muller,Picardie,France,Nord,FOU-BI-25979658,Fournitures de bureau,Bibliothèques,Absolument occasion,352.67,4,0.0,-57.67
567,FR-20240602-9094,2024-06-02,2024-06-04,Normal,Ws-19253,Alexandre Martineau,Grand public,Sainte Célina,Réunion,France,Nord,MOB-ME-62775269,Mobilier,Meubles,Peu plutôt,897.07,1,0.1,227.63
568,FR-20240713-9712,2024-07-13,2024-07-20,Premium,kz-11204,Marcel Clerc,Petite et moyenne entreprise,Lebrundan,Franche-Comté,France,Nord,FOU-PA-80812395,Fournitures de bureau,Papier,Armée en,743.14,7,0.1,-297.3
569,FR-20231201-3496,2023-12-01,2023-12-07,Premium,ff-15775,Édouard Roussel,Entreprise,Saint Véronique,Alsace,France,Centre,FOU-PA-48317190,Fournitures de bureau,Papier,Montrer poursuivre,148.91,9,0.0,30.07
570,FR-20241017-6629,2024-10-17,2024-10-19,Silver,Vj-11664,Agnès Reynaud,Petite et moyenne entreprise,Guillonnec,Lorraine,France,Nord,FOU-PA-86745066,Fournitures de bureau,Papier,Nombre revoir,833.91,9,0.4,20.06
571,FR-20240502-9796,2024-05-02,2024-05-07,Silver,rB-17221,Victoire Moreno,Grand public,Boulay-sur-Langlois,Polynésie française,France,Centre,FOU-AR-79518075,Fournitures de bureau,Art,Perdre prendre,643.2,6,0.1,252.41
572,FR-20240506-5159,2024-05-06,2024-05-12,Normal,pi-14554,William Le Lambert,Petite et moyenne entreprise,Lelièvre-la-Forêt,Rhone-Alpes,France,Centre,MOB-ME-18948614,Mobilier,Meubles,Ventre penser,253.56,5,0.1,7.69
573,FR-20241006-8005,2024-10-06,2024-10-11,Premium,zX-10847,Maggie Lenoir,Petite et moyenne entreprise,Barbier-sur-Pascal,Polynésie française,France,Centre,FOU-ST-24350824,Fournitures de bureau,Stockage,Gouvernement baisser,456.27,4,0.1,-173.04
574,FR-20240327-6576,2024-03-27,2024-04-03,Silver,tj-13637,Élodie Huet,Entreprise,Sainte Huguesnec,Aquitaine,France,Nord,MOB-BI-73085910,Mobilier,Bibliothèques,Éteindre dépasser,360.34,3,0.4,97.89
575,FR-20250730-9848,2025-07-30,2025-08-02,Normal,ni-11488,Henriette Briand de la Ollivier,Petite et moyenne entreprise,Sainte Clémence,Centre,France,Nord,FOU-BI-29300243,Fournitures de bureau,Bibliothèques,Après source,984.03,9,0.4,-219.32
576,FR-20250427-7706,2025-04-27,2025-05-01,Premium,JD-19485,Laurent Maury,Grand public,Merle-sur-Nicolas,Saint-Martin,France,Nord,MOB-AR-84243915,Mobilier,Art,Glace claire,636.43,3,0.1,-92.47
577,FR-20250801-3466,2025-08-01,2025-08-03,Premium,JW-16943,Margaux Raymond-Monnier,Grand public,Lecomte,Lorraine,France,Centre,MOB-ST-48711840,Mobilier,Stockage,Perdre effacer,163.43,1,0.4,-0.21
578,FR-20240510-7686,2024-05-10,2024-05-16,Premium,XB-13978,Marc Duhamel-Fontaine,Entreprise,Loiseau,Saint-Barthélémy,France,Nord,FOU-PA-72565103,Fournitures de bureau,Papier,Confier malgré,706.95,1,0.1,-80.81
579,FR-20240819-4005,2024-08-19,2024-08-26,Normal,VM-12365,Arthur Humbert,Petite et moyenne entreprise,Sainte Paulette,Franche-Comté,France,Nord,MOB-ST-17495605,Mobilier,Stockage,Courage coin,281.6,8,0.1,112.89
580,FR-20240727-9623,2024-07-27,2024-08-01,Premium,tg-19445,Margaret Duhamel,Petite et moyenne entreprise,Marchand-sur-Gay,Poitou-Charentes,France,Nord,FOU-ST-36061348,Fournitures de bureau,Stockage,Énorme conversation,440.7,6,0.0,193.09
581,FR-20240217-3643,2024-02-17,2024-02-20,Silver,Hx-14342,Jacques Pineau,Entreprise,Deschamps,Saint-Barthélémy,France,Centre,MOB-PA-37703544,Mobilier,Papier,Loin tel,614.59,7,0.0,21.37
582,FR-20250118-9151,2025-01-18,2025-01-23,Silver,Hb-16317,Lorraine Colin,Petite et moyenne entreprise,Chevaliernec,Pays-de-Loire,France,Nord,MOB-PA-22529184,Mobilier,Papier,Fort appartenir,875.72,3,0.0,-47.96
583,FR-20250316-8429,2025-03-16,2025-03-21,Normal,sa-19836,Léon François de Boulanger,Entreprise,Saint Lucdan,Polynésie française,France,Centre,MOB-PA-73654294,Mobilier,Papier,Demain existence,456.3,7,0.1,175.74
584,FR-20250305-1974,2025-03-05,2025-03-09,Premium,Xd-19172,Corinne Dumont,Entreprise,Schmittdan,Bourgogne,France,Nord,FOU-BI-92423870,Fournitures de bureau,Bibliothèques,Époque falloir,248.0,9,0.4,13.42
585,FR-20250329-6073,2025-03-29,2025-04-02,Premium,xQ-18516,Chantal Lebrun,Petite et moyenne entreprise,Jacquot,Saint-Barthélémy,France,Centre,MOB-ME-97993594,Mobilier,Meubles,Fauteuil capable,708.18,2,0.4,-37.66
586,FR-20231224-2543,2023-12-24,2023-12-30,Silver,IG-15971,Marcelle Picard,Petite et moyenne entreprise,Imbert,Polynésie française,France,Centre,FOU-PA-64890132,Fournitures de bureau,Papier,Détacher fin,348.07,3,0.4,-42.7
587,FR-20250630-2006,2025-06-30,2025-07-04,Silver,Wc-11476,Raymond du Bourgeois,Grand public,Grenier,Alsace,France,Centre,FOU-ST-67507807,Fournitures de bureau,Stockage,Vent embrasser,932.96,9,0.4,-154.04
588,FR-20250614-4622,2025-06-14,2025-06-17,Silver,jB-16157,Léon Bodin,Petite et moyenne entreprise,Marin-sur-Mer,Champagne-Ardenne,France,Nord,MOB-ST-10493099,Mobilier,Stockage,Droit santé,610.85,7,0.4,-146.35
589,FR-20250213-1222,2025-02-13,2025-02-15,Normal,hG-12853,Thierry Lucas,Petite et moyenne entreprise,Jacquet-sur-Moreno,Centre,France,Centre,FOU-PA-73669864,Fournitures de bureau,Papier,Éloigner sable,770.01,6,0.0,-334.18
590,FR-20240624-2948,2024-06-24,2024-06-29,Premium,EN-13058,Christophe Marin,Entreprise,Guyotdan,Guadeloupe,France,Nord,MOB-ME-63002785,Mobilier,Meubles,Accorder fatiguer,20.49,5,0.0,6.94
591,FR-20250818-9880,2025-08-18,2025-08-24,Normal,bS-14725,Patrick Besson,Petite et moyenne entreprise,Saint Genevièvenec,Poitou-Charentes,France,Centre,MOB-BI-44949660,Mobilier,Bibliothèques,Science soldat,594.84,6,0.4,56.04
592,FR-20241101-1825,2024-11-01,2024-11-06,Normal,Tz-16659,Gérard Weiss,Petite et moyenne entreprise,Pagesdan,Rhone-Alpes,France,Nord,MOB-PA-39711822,Mobilier,Papier,Croix connaître,418.98,7,0.0,-44.63
593,FR-20231207-5302,2023-12-07,2023-12-12,Normal,GW-18064,Christelle Renaud,Grand public,Couturier,Limousin,France,Nord,MOB-PA-12027958,Mobilier,Papier,Également fort,975.0,5,0.1,-182.38
594,FR-20240324-3046,2024-03-24,2024-03-27,Normal,Dt-17950,Michel Morvan,Grand public,Renard-la-Forêt,Saint-Martin,France,Nord,MOB-AR-33717177,Mobilier,Art,Étude tantôt,171.75,9,0.0,60.95
595,FR-20250311-2251,2025-03-11,2025-03-17,Premium,WN-13401,Colette-Michèle Caron,Entreprise,Besnardboeuf,Picardie,France,Nord,FOU-BI-88987541,Fournitures de bureau,Bibliothèques,Désirer oiseau,85.62,2,0.4,5.3
596,FR-20241223-4600,2024-12-23,2024-12-25,Premium,qe-18660,Honoré Briand,Petite et moyenne entreprise,GuichardBourg,Aquitaine,France,Nord,MOB-BI-93803154,Mobilier,Bibliothèques,Arme beaucoup,667.19,1,0.4,158.45
597,FR-20240830-3064,2024-08-30,2024-09-06,Premium,Nd-11552,Roland Riou,Entreprise,Roger,Île-de-France,France,Centre,FOU-PA-95798193,Fournitures de bureau,Papier,Pleurer libre,794.46,1,0.0,-350.74
598,FR-20240218-2964,2024-02-18,2024-02-23,Premium,oO-13307,Benoît Caron,Grand public,Legrand,Guyane,France,Nord,MOB-ME-27925172,Mobilier,Meubles,Éprouver inutile,23.41,5,0.4,2.08
599,FR-20240618-2171,2024-06-18,2024-06-21,Normal,xg-10876,Pénélope Renaud,Entreprise,Maillard,Lorraine,France,Centre,MOB-PA-65854914,Mobilier,Papier,Chambre pièce,204.26,6,0.4,-49.34
600,FR-20241121-6218,2024-11-21,2024-11-24,Silver,bM-10162,Frédéric Thibault,Petite et moyenne entreprise,Saint Antoineboeuf,Nouvelle-Calédonie,France,Centre,FOU-AR-61042899,Fournitures de bureau,Art,Protéger lire,958.29,5,0.1,81.36
601,FR-20240911-7223,2024-09-11,2024-09-15,Premium,Zc-13238,Madeleine Bodin,Petite et moyenne entreprise,Saint Anaïs,Alsace,France,Nord,MOB-PA-58162893,Mobilier,Papier,Vue vision,523.52,9,0.0,133.27
602,FR-20250526-4838,2025-05-26,2025-06-01,Normal,Sy-11662,Théodore Hamon,Entreprise,Sainte Denise,Guadeloupe,France,Nord,FOU-BI-45438465,Fournitures de bureau,Bibliothèques,Trou milieu,878.27,5,0.0,92.81
603,FR-20240902-6048,2024-09-02,2024-09-07,Silver,Ea-15674,Claude-Diane Guillon,Entreprise,Roy-sur-Mer,Guyane,France,Nord,FOU-ME-43234587,Fournitures de bureau,Meubles,Espoir tard,259.69,7,0.0,10.55
604,FR-20250904-4950,2025-09-04,2025-09-06,Normal,iw-15605,Émile Munoz,Grand public,Blondel,Bretagne,France,Nord,FOU-ST-87787858,Fournitures de bureau,Stockage,Dame commander,877.94,5,0.4,214.26
605,FR-20240110-2228,2024-01-10,2024-01-13,Premium,Kd-15053,Emmanuel Delmas,Entreprise,Coste-sur-Étienne,Saint-Martin,France,Centre,MOB-ME-42260876,Mobilier,Meubles,Frère mesure,329.55,4,0.0,-74.78
606,FR-20240622-7977,2024-06-22,2024-06-28,Normal,oL-15628,Audrey Reynaud,Entreprise,Fernandes,Basse-Normandie,France,Centre,MOB-ST-34109965,Mobilier,Stockage,Autrement poussière,643.58,6,0.0,78.93
607,FR-20250207-6007,2025-02-07,2025-02-13,Normal,kJ-10663,Alexandre du Chauvin,Entreprise,Martinez,Picardie,France,Centre,MOB-ME-23186526,Mobilier,Meubles,Donner sonner,102.78,9,0.1,-8.92
608,FR-20250722-4836,2025-07-22,2025-07-24,Silver,BE-19069,Paulette Guillet,Entreprise,Lacombeboeuf,Languedoc-Roussillon,France,Nord,MOB-ME-90897593,Mobilier,Meubles,Grâce pousser,650.97,2,0.0,-43.93
609,FR-20240308-2802,2024-03-08,2024-03-14,Normal,cu-14263,Agathe Robin,Grand public,Bonnet-les-Bains,Bretagne,France,Nord,MOB-ME-89436353,Mobilier,Meubles,Humain apprendre,700.02,10,0.4,134.62
610,FR-20240425-5037,2024-04-25,2024-05-01,Premium,jo-15785,Jules Lamy,Grand public,Neveu,Poitou-Charentes,France,Nord,MOB-BI-82242718,Mobilier,Bibliothèques,Visible marché,595.71,5,0.1,21.73
611,FR-20240114-6064,2024-01-14,2024-01-18,Normal,aK-14190,Mathilde Dupuy-Marchand,Petite et moyenne entreprise,Godard,Saint-Barthélémy,France,Centre,FOU-ST-17671279,Fournitures de bureau,Stockage,Au madame,833.29,10,0.0,179.4
612,FR-20250514-6312,2025-05-14,2025-05-21,Normal,Pe-14068,Camille Descamps du Hoarau,Entreprise,Barbe-la-Forêt,Mayotte,France,Centre,MOB-ST-12279701,Mobilier,Stockage,Plusieurs croiser,602.71,1,0.4,-91.42
613,FR-20231214-7151,2023-12-14,2023-12-17,Premium,lk-13910,Alphonse Morin,Grand public,Rousseaudan,Wallis-et-Futuna,France,Centre,FOU-ST-13157570,Fournitures de bureau,Stockage,Mur françois,74.58,1,0.1,17.33
614,FR-20231228-3132,2023-12-28,2024-01-04,Premium,hq-10525,Hugues Merle-Le Gall,Grand public,Reynaud,Rhone-Alpes,France,Nord,MOB-ME-63085120,Mobilier,Meubles,Nommer prouver,649.89,5,0.0,-276.36
615,FR-20250128-9037,2025-01-28,2025-02-01,Premium,vq-11880,Maggie Goncalves,Entreprise,AubryBourg,Limousin,France,Nord,MOB-ST-21253397,Mobilier,Stockage,Étendue jeune,771.36,2,0.4,-138.42
616,FR-20241027-6636,2024-10-27,2024-10-30,Normal,nN-18141,Valentine Alexandre de la Morel,Petite et moyenne entreprise,Bourgeois,Alsace,France,Centre,FOU-BI-71067460,Fournitures de bureau,Bibliothèques,Profiter passé,672.15,9,0.1,-223.82
617,FR-20250416-2261,2025-04-16,2025-04-20,Normal,Kg-16827,Thérèse Georges,Petite et moyenne entreprise,Hamondan,Guyane,France,Nord,MOB-ST-94854084,Mobilier,Stockage,Autrement forcer,805.78,6,0.4,-68.56
618,FR-20240704-3445,2024-07-04,2024-07-10,Premium,Qy-11912,Maryse Klein,Entreprise,Hardydan,Midi-Pyrénées,France,Nord,MOB-ST-88129371,Mobilier,Stockage,Remplacer sept,614.56,8,0.0,253.37
619,FR-20231215-9802,2023-12-15,2023-12-19,Silver,iL-18161,Jérôme Guibert,Entreprise,Aubry,Bourgogne,France,Centre,MOB-ME-36019349,Mobilier,Meubles,Rose adresser,909.03,6,0.4,134.37
620,FR-20250714-3277,2025-07-14,2025-07-18,Silver,hR-18293,Victor du Marty,Grand public,Guillaume,Centre,France,Centre,MOB-ME-85416691,Mobilier,Meubles,Banc cour,636.9,9,0.1,-7.46
621,FR-20240702-3163,2024-07-02,2024-07-09,Silver,QI-16070,Geneviève Morel,Entreprise,Verdier-les-Bains,Haute-Normandie,France,Centre,FOU-ME-12965004,Fournitures de bureau,Meubles,Beau six,745.93,10,0.1,-145.07
622,FR-20250427-1983,2025-04-27,2025-05-02,Normal,rb-17289,Olivie du Morin,Petite et moyenne entreprise,Paris-les-Bains,Saint-Barthélémy,France,Centre,MOB-BI-17160795,Mobilier,Bibliothèques,Deviner magnifique,920.86,6,0.1,-82.54
623,FR-20240629-9354,2024-06-29,2024-07-05,Premium,rH-12879,Paulette Chevallier,Grand public,Da Costa,Martinique,France,Centre,MOB-ST-63639695,Mobilier,Stockage,Détruire peser,831.65,9,0.4,-89.22
624,FR-20240228-7163,2024-02-28,2024-03-01,Silver,Vu-17512,Thérèse Philippe,Petite et moyenne entreprise,Guillou,Lorraine,France,Nord,FOU-PA-53711817,Fournitures de bureau,Papier,Soit faux,338.38,4,0.1,11.6
625,FR-20240130-2090,2024-01-30,2024-02-03,Premium,GG-14576,Émile Lemaître,Grand public,Saint Susan-sur-Mer,Nouvelle-Calédonie,France,Nord,FOU-AR-24563427,Fournitures de bureau,Art,Beau queue,646.78,3,0.1,281.73
626,FR-20250427-1460,2025-04-27,2025-04-29,Normal,zk-12036,Caroline Mallet,Petite et moyenne entreprise,Saint Adèle,Île-de-France,France,Nord,MOB-BI-55069464,Mobilier,Bibliothèques,Foule courant,807.95,2,0.4,-80.12
627,FR-20250207-5366,2025-02-07,2025-02-10,Silver,UY-14174,Benjamin-Thibaut Marchal,Entreprise,Richard,Martinique,France,Nord,MOB-PA-95716131,Mobilier,Papier,Pleurer prince,700.13,6,0.1,-104.66
628,FR-20251017-2564,2025-10-17,2025-10-23,Normal,dt-11323,Susan-Jeannine Gimenez,Petite et moyenne entreprise,Guillot,Haute-Normandie,France,Nord,MOB-ST-23153624,Mobilier,Stockage,Raison été,503.04,7,0.1,-176.59
